subdir frame_num face_height face_width face_x_center face_y_center roll pitch yaw attention_label
HH0490-rgb_2016_12_25_21_0_0 250 159 205 1556 1000 11 -20 0 2
HH0490-rgb_2016_12_25_21_0_0 255 164 209 1555 998 12 -17 0 2
HH0490-rgb_2016_12_25_21_0_0 260 169 205 1547 995 15 -10 -1 2
HH0490-rgb_2016_12_25_21_0_0 265 169 205 1547 995 13 -10 -2 2
HH0490-rgb_2016_12_25_21_0_0 270 161 201 1552 999 14 -9 0 2
HH0490-rgb_2016_12_25_21_0_0 275 159 197 1553 1000 11 -11 0 2
HH0490-rgb_2016_12_25_21_0_0 280 152 184 1570 1004 -14 0 0 0
HH0490-rgb_2016_12_25_21_0_0 285 155 188 1580 1002 -38 -1 8 0
HH0490-rgb_2016_12_25_21_0_0 290 149 184 1605 1005 -15 1 7 2
HH0490-rgb_2016_12_25_21_0_0 295 164 221 1644 998 -7 -4 13 2
HH0490-rgb_2016_12_25_21_0_0 300 173 205 1577 993 -4 0 0 2
HH0490-rgb_2016_12_25_21_0_0 305 169 205 1565 995 7 -3 -5 2
HH0490-rgb_2016_12_25_21_0_0 310 167 213 1568 996 1 -3 -2 2
HH0490-rgb_2016_12_25_21_0_0 315 164 205 1571 998 -3 -2 -2 1
HH0490-rgb_2016_12_25_21_0_0 320 166 209 1569 997 0 -4 -1 2
HH0490-rgb_2016_12_25_21_0_0 325 164 205 1571 998 2 -3 -1 2
HH0490-rgb_2016_12_25_21_0_0 330 162 205 1574 999 0 -2 -2 2
HH0490-rgb_2016_12_25_21_0_0 335 160 205 1574 1000 1 -4 0 2
HH0490-rgb_2016_12_25_21_0_0 340 164 209 1572 998 3 -6 0 2
HH0490-rgb_2016_12_25_21_0_0 345 164 209 1572 998 3 -6 -1 2
HH0490-rgb_2016_12_25_21_0_0 350 158 213 1574 1001 7 -9 0 2
HH0490-rgb_2016_12_25_21_0_0 355 155 209 1578 1002 9 -24 0 2
HH0490-rgb_2016_12_25_21_0_0 360 158 209 1578 1001 10 -20 0 2
HH0490-rgb_2016_12_25_21_0_0 365 156 209 1578 1002 10 -18 0 2
HH0490-rgb_2016_12_25_21_0_0 370 155 209 1578 1002 10 -17 0 2
HH0490-rgb_2016_12_25_21_0_0 375 156 209 1578 1002 9 -19 2 2
HH0490-rgb_2016_12_25_21_0_0 380 156 209 1578 1002 7 -18 1 2
HH0490-rgb_2016_12_25_21_0_0 385 159 214 1580 1000 10 -15 0 2
HH0490-rgb_2016_12_25_21_0_0 390 158 209 1578 1001 7 -16 1 2
HH0490-rgb_2016_12_25_21_0_0 395 157 213 1577 1001 7 -17 0 2
HH0490-rgb_2016_12_25_21_0_0 400 161 214 1580 999 9 -16 0 2
HH0490-rgb_2016_12_25_21_0_0 405 142 164 1574 1009 5 -10 4 2
HH0490-rgb_2016_12_25_21_0_0 410 159 200 1640 1000 -20 1 10 2
HH0490-rgb_2016_12_25_21_0_0 415 185 222 1618 987 -10 0 7 2
HH0490-rgb_2016_12_25_21_0_0 420 178 193 1531 991 15 -2 -8 2
HH0490-rgb_2016_12_25_21_0_0 425 167 201 1549 996 13 -7 -4 2
HH0490-rgb_2016_12_25_21_0_0 430 170 201 1534 995 10 -7 -7 2
HH0490-rgb_2016_12_25_21_0_0 435 167 201 1534 996 15 -8 -5 2
HH0490-rgb_2016_12_25_21_0_0 440 164 209 1552 998 18 -11 -1 2
HH0490-rgb_2016_12_25_21_0_0 445 167 200 1555 996 14 -8 -1 2
HH0490-rgb_2016_12_25_21_0_0 450 180 201 1581 990 17 3 11 2
HH0490-rgb_2016_12_25_21_0_0 455 183 197 1594 988 13 14 20 2
HH0490-rgb_2016_12_25_21_0_0 460 180 197 1594 990 19 14 19 2
HH0490-rgb_2016_12_25_21_0_0 465 156 184 1593 1002 -27 4 7 2
HH0490-rgb_2016_12_25_21_0_0 470 142 160 1570 1009 -35 -1 8 2
HH0490-rgb_2016_12_25_21_0_0 475 162 205 1562 999 3 -5 1 2
HH0490-rgb_2016_12_25_21_0_0 480 158 200 1558 1001 6 -7 0 2
HH0490-rgb_2016_12_25_21_0_0 485 158 200 1558 1001 5 -9 0 2
HH0490-rgb_2016_12_25_21_0_0 490 157 200 1558 1001 7 -11 0 2
HH0490-rgb_2016_12_25_21_0_0 495 158 200 1558 1001 7 -9 1 2
HH0490-rgb_2016_12_25_21_0_0 500 159 205 1559 1000 6 -10 0 2
HH0490-rgb_2016_12_25_21_0_0 505 159 205 1559 1000 8 -11 0 2
HH0490-rgb_2016_12_25_21_0_0 510 157 205 1559 1001 9 -13 1 2
HH0490-rgb_2016_12_25_21_0_0 515 155 200 1558 1002 7 -11 0 2
HH0490-rgb_2016_12_25_21_0_0 520 155 200 1558 1002 5 -11 0 2
HH0490-rgb_2016_12_25_21_0_0 525 155 200 1558 1002 6 -11 0 2
HH0490-rgb_2016_12_25_21_0_0 530 157 200 1558 1001 7 -12 0 2
HH0490-rgb_2016_12_25_21_0_0 535 157 200 1558 1001 6 -12 0 2
HH0490-rgb_2016_12_25_21_0_0 540 153 197 1559 1003 6 -12 -1 2
HH0490-rgb_2016_12_25_21_0_0 545 155 200 1558 1002 7 -15 1 2
HH0490-rgb_2016_12_25_21_0_0 550 155 197 1556 1002 6 -13 0 2
HH0490-rgb_2016_12_25_21_0_0 555 154 200 1558 1003 6 -11 0 2
HH0490-rgb_2016_12_25_21_0_0 560 153 197 1556 1003 7 -14 0 2
HH0490-rgb_2016_12_25_21_0_0 565 153 197 1559 1003 5 -11 0 2
HH0490-rgb_2016_12_25_21_0_0 570 155 200 1558 1002 6 -12 0 2
HH0490-rgb_2016_12_25_21_0_0 575 157 200 1558 1001 7 -12 0 2
HH0490-rgb_2016_12_25_21_0_0 580 157 205 1556 1001 8 -11 0 2
HH0490-rgb_2016_12_25_21_0_0 585 158 200 1555 1001 8 -10 -2 2
HH0490-rgb_2016_12_25_21_0_0 590 158 200 1558 1001 8 -9 -3 2
HH0490-rgb_2016_12_25_21_0_0 595 156 197 1556 1002 8 -10 -1 2
HH0490-rgb_2016_12_25_21_0_0 600 155 200 1558 1002 8 -8 0 2
HH0490-rgb_2016_12_25_21_0_0 605 155 200 1558 1002 7 -11 -1 2
HH0490-rgb_2016_12_25_21_0_0 610 153 197 1556 1003 5 -13 0 2
HH0490-rgb_2016_12_25_21_0_0 615 157 205 1559 1001 8 -12 1 2
HH0490-rgb_2016_12_25_21_0_0 620 155 200 1561 1002 5 -11 0 2
HH0490-rgb_2016_12_25_21_0_0 625 160 200 1555 1000 4 -10 0 2
HH0490-rgb_2016_12_25_21_0_0 630 156 197 1553 1002 8 -9 -3 2
HH0490-rgb_2016_12_25_21_0_0 635 159 205 1556 1000 10 -11 -2 2
HH0490-rgb_2016_12_25_21_0_0 640 155 200 1555 1002 7 -13 -2 2
HH0490-rgb_2016_12_25_21_0_0 645 157 205 1556 1001 8 -15 -2 2
HH0490-rgb_2016_12_25_21_0_0 650 157 205 1556 1001 11 -18 -1 2
HH0490-rgb_2016_12_25_21_0_0 655 157 205 1556 1001 10 -18 -1 2
HH0490-rgb_2016_12_25_21_0_0 660 154 200 1558 1003 9 -18 -1 2
HH0490-rgb_2016_12_25_21_0_0 665 153 197 1556 1003 7 -11 0 2
HH0490-rgb_2016_12_25_21_0_0 670 155 200 1558 1002 8 -12 -1 2
HH0490-rgb_2016_12_25_21_0_0 675 155 200 1558 1002 8 -13 -1 2
HH0490-rgb_2016_12_25_21_0_0 680 156 205 1556 1002 6 -15 0 2
HH0490-rgb_2016_12_25_21_0_0 685 154 205 1556 1003 8 -20 -2 2
HH0490-rgb_2016_12_25_21_0_0 690 154 200 1558 1003 7 -16 -1 2
HH0490-rgb_2016_12_25_21_0_0 695 154 200 1558 1003 10 -21 0 2
HH0490-rgb_2016_12_25_21_0_0 700 154 200 1558 1003 10 -20 0 2
HH0490-rgb_2016_12_25_21_0_0 705 154 200 1558 1003 11 -20 -1 2
HH0490-rgb_2016_12_25_21_0_0 710 155 200 1558 1002 9 -17 0 2
HH0490-rgb_2016_12_25_21_0_0 715 155 200 1558 1002 10 -14 0 2
HH0490-rgb_2016_12_25_21_0_0 720 156 205 1559 1002 11 -16 -1 2
HH0490-rgb_2016_12_25_21_0_0 725 154 200 1558 1003 8 -15 -1 2
HH0490-rgb_2016_12_25_21_0_0 730 154 200 1558 1003 9 -17 0 2
HH0490-rgb_2016_12_25_21_0_0 735 154 200 1558 1003 8 -12 -1 2
HH0490-rgb_2016_12_25_21_0_0 740 155 200 1558 1002 8 -16 -1 2
HH0490-rgb_2016_12_25_21_0_0 745 155 200 1558 1002 6 -15 -1 2
HH0490-rgb_2016_12_25_21_0_0 750 155 200 1558 1002 11 -16 0 2
HH0490-rgb_2016_12_25_21_0_0 755 152 200 1558 1004 9 -14 0 2
HH0490-rgb_2016_12_25_21_0_0 760 155 200 1558 1002 9 -14 0 2
HH0490-rgb_2016_12_25_21_0_0 765 154 200 1558 1003 7 -13 0 2
HH0490-rgb_2016_12_25_21_0_0 770 155 200 1558 1002 9 -16 0 2
HH0490-rgb_2016_12_25_21_0_0 775 156 205 1559 1002 10 -19 -1 2
HH0490-rgb_2016_12_25_21_0_0 780 154 200 1558 1003 10 -17 0 2
HH0490-rgb_2016_12_25_21_0_0 785 155 200 1558 1002 9 -15 -2 2
HH0490-rgb_2016_12_25_21_0_0 790 154 200 1558 1003 8 -16 0 2
HH0490-rgb_2016_12_25_21_0_0 795 155 200 1558 1002 9 -15 0 2
HH0490-rgb_2016_12_25_21_0_0 800 152 197 1556 1004 7 -13 0 2
HH0490-rgb_2016_12_25_21_0_0 805 152 197 1556 1004 6 -16 -1 2
HH0490-rgb_2016_12_25_21_0_0 810 154 200 1558 1003 10 -17 -1 2
HH0490-rgb_2016_12_25_21_0_0 815 154 200 1558 1003 8 -14 0 2
HH0490-rgb_2016_12_25_21_0_0 820 154 200 1558 1003 9 -15 0 2
HH0490-rgb_2016_12_25_21_0_0 825 154 200 1558 1003 8 -17 0 2
HH0490-rgb_2016_12_25_21_0_0 830 152 200 1558 1004 9 -18 -1 2
HH0490-rgb_2016_12_25_21_0_0 835 156 205 1559 1002 10 -18 -1 2
HH0490-rgb_2016_12_25_21_0_0 840 154 200 1558 1003 10 -14 -1 2
HH0490-rgb_2016_12_25_21_0_0 845 154 200 1558 1003 9 -17 -1 2
HH0490-rgb_2016_12_25_21_0_0 850 157 205 1556 1001 9 -18 -1 2
HH0490-rgb_2016_12_25_21_0_0 855 156 197 1553 1002 6 -13 0 2
HH0490-rgb_2016_12_25_21_0_0 860 168 196 1545 996 14 -6 -9 2
HH0490-rgb_2016_12_25_21_0_0 865 167 201 1543 996 12 -8 -9 2
HH0490-rgb_2016_12_25_21_0_0 870 164 201 1546 998 12 -10 -6 2
HH0490-rgb_2016_12_25_21_0_0 875 159 197 1550 1000 16 -10 -6 2
HH0490-rgb_2016_12_25_21_0_0 880 160 200 1555 1000 15 -10 -4 2
HH0490-rgb_2016_12_25_21_0_0 885 159 205 1553 1000 12 -11 -2 2
HH0490-rgb_2016_12_25_21_0_0 890 157 205 1559 1001 12 -11 0 2
HH0490-rgb_2016_12_25_21_0_0 895 162 209 1558 999 11 -13 -1 2
HH0490-rgb_2016_12_25_21_0_0 900 160 205 1559 1000 9 -12 -1 2
HH0490-rgb_2016_12_25_21_0_0 905 159 205 1559 1000 11 -11 0 2
HH0490-rgb_2016_12_25_21_0_0 910 160 213 1562 1000 6 -13 0 2
HH0490-rgb_2016_12_25_21_0_0 915 161 209 1563 999 8 -13 0 2
HH0490-rgb_2016_12_25_21_0_0 920 157 205 1562 1001 9 -10 0 2
HH0490-rgb_2016_12_25_21_0_0 925 163 213 1562 998 9 -12 0 2
HH0490-rgb_2016_12_25_21_0_0 930 155 200 1558 1002 7 -11 0 2
HH0490-rgb_2016_12_25_21_0_0 935 154 200 1558 1003 8 -14 0 2
HH0490-rgb_2016_12_25_21_0_0 940 158 200 1558 1001 9 -12 0 2
HH0490-rgb_2016_12_25_21_0_0 945 157 200 1558 1001 9 -14 0 2
HH0490-rgb_2016_12_25_21_0_0 950 155 200 1558 1002 9 -13 0 2
HH0490-rgb_2016_12_25_21_0_0 955 156 205 1559 1002 11 -19 -1 2
HH0490-rgb_2016_12_25_21_0_0 960 155 200 1558 1002 10 -16 0 2
HH0490-rgb_2016_12_25_21_0_0 965 159 205 1559 1000 11 -15 0 2
HH0490-rgb_2016_12_25_21_0_0 970 159 205 1559 1000 10 -15 0 2
HH0490-rgb_2016_12_25_21_0_0 975 155 200 1558 1002 12 -15 0 2
HH0490-rgb_2016_12_25_21_0_0 980 154 200 1558 1003 11 -18 0 2
HH0490-rgb_2016_12_25_21_0_0 985 156 205 1559 1002 10 -23 0 2
HH0490-rgb_2016_12_25_21_0_0 990 154 200 1558 1003 7 -13 0 2
HH0490-rgb_2016_12_25_21_0_0 995 156 205 1559 1002 10 -15 0 2
HH0490-rgb_2016_12_25_21_0_0 1000 156 205 1559 1002 12 -21 0 2
HH0490-rgb_2016_12_25_21_0_0 1005 157 200 1558 1001 12 -17 0 2
HH0490-rgb_2016_12_25_21_0_0 1010 156 205 1559 1002 9 -17 0 2
HH0490-rgb_2016_12_25_21_0_0 1015 156 205 1559 1002 11 -17 0 2
HH0490-rgb_2016_12_25_21_0_0 1020 158 209 1560 1001 11 -17 0 2
HH0490-rgb_2016_12_25_21_0_0 1025 160 205 1565 1000 12 -12 0 2
HH0490-rgb_2016_12_25_21_0_0 1030 162 209 1572 999 9 -9 2 2
HH0490-rgb_2016_12_25_21_0_0 1035 159 205 1571 1000 10 -14 2 2
HH0490-rgb_2016_12_25_21_0_0 1040 157 205 1571 1001 11 -12 2 2
HH0490-rgb_2016_12_25_21_0_0 1045 157 201 1569 1001 11 -16 2 2
HH0490-rgb_2016_12_25_21_0_0 1050 160 205 1568 1000 8 -10 3 2
HH0490-rgb_2016_12_25_21_0_0 1055 166 213 1565 997 8 -11 2 2
HH0490-rgb_2016_12_25_21_0_0 1060 158 200 1558 1001 10 -11 0 2
HH0490-rgb_2016_12_25_21_0_0 1065 162 200 1558 999 8 -9 1 2
HH0490-rgb_2016_12_25_21_0_0 1070 163 205 1559 998 9 -9 0 2
HH0490-rgb_2016_12_25_21_0_0 1075 160 200 1558 1000 6 -8 0 2
HH0490-rgb_2016_12_25_21_0_0 1080 159 205 1562 1000 9 -15 0 2
HH0490-rgb_2016_12_25_21_0_0 1085 161 209 1563 999 12 -14 0 2
HH0490-rgb_2016_12_25_21_0_0 1090 161 209 1563 999 11 -16 0 2
HH0490-rgb_2016_12_25_21_0_0 1095 161 209 1563 999 11 -13 0 2
HH0490-rgb_2016_12_25_21_0_0 1100 157 200 1561 1001 8 -14 0 2
HH0490-rgb_2016_12_25_21_0_0 1105 159 205 1562 1000 9 -14 0 2
HH0490-rgb_2016_12_25_21_0_0 1110 159 205 1562 1000 9 -13 0 2
HH0490-rgb_2016_12_25_21_0_0 1115 159 205 1562 1000 10 -14 0 2
HH0490-rgb_2016_12_25_21_0_0 1120 161 209 1563 999 10 -15 0 2
HH0490-rgb_2016_12_25_21_0_0 1125 159 209 1563 1000 10 -15 1 2
HH0490-rgb_2016_12_25_21_0_0 1130 161 209 1563 999 9 -15 0 2
HH0490-rgb_2016_12_25_21_0_0 1135 160 205 1559 1000 10 -12 0 2
HH0490-rgb_2016_12_25_21_0_0 1140 158 200 1558 1001 6 -10 1 2
HH0490-rgb_2016_12_25_21_0_0 1145 157 200 1558 1001 8 -14 0 2
HH0490-rgb_2016_12_25_21_0_0 1150 159 205 1559 1000 10 -15 0 2
HH0490-rgb_2016_12_25_21_0_0 1155 162 209 1560 999 10 -13 0 2
HH0490-rgb_2016_12_25_21_0_0 1160 161 209 1560 999 8 -11 0 2
HH0490-rgb_2016_12_25_21_0_0 1165 161 209 1560 999 11 -17 0 2
HH0490-rgb_2016_12_25_21_0_0 1170 157 200 1558 1001 8 -12 0 2
HH0490-rgb_2016_12_25_21_0_0 1175 159 205 1559 1000 9 -14 0 2
HH0490-rgb_2016_12_25_21_0_0 1180 157 200 1561 1001 12 -14 0 2
HH0490-rgb_2016_12_25_21_0_0 1185 158 209 1560 1001 9 -12 0 2
HH0490-rgb_2016_12_25_21_0_0 1190 159 205 1559 1000 10 -17 0 2
HH0490-rgb_2016_12_25_21_0_0 1195 159 209 1560 1000 10 -15 0 2
HH0490-rgb_2016_12_25_21_0_0 1210 162 225 1663 999 4 -4 13 1
HH0490-rgb_2016_12_25_21_0_0 1215 160 221 1667 1000 2 -5 19 1
HH0490-rgb_2016_12_25_21_0_0 1220 162 225 1666 999 0 -6 21 1
HH0490-rgb_2016_12_25_21_0_0 1225 160 222 1662 1000 6 -3 9 1
HH0490-rgb_2016_12_25_21_0_0 1305 159 222 1656 1000 2 -7 10 1
HH0490-rgb_2016_12_25_21_0_0 1345 169 225 1625 995 5 -9 0 2
HH0490-rgb_2016_12_25_21_0_0 1350 171 218 1602 994 11 -9 -12 2
HH0490-rgb_2016_12_25_21_0_0 1365 174 226 1605 993 15 -3 2 2
HH0490-rgb_2016_12_25_21_0_0 1370 169 213 1606 995 10 -4 -3 2
HH0490-rgb_2016_12_25_21_0_0 1375 171 221 1606 994 10 -3 -1 2
HH0490-rgb_2016_12_25_21_0_0 1380 171 221 1609 994 12 0 1 2
HH0490-rgb_2016_12_25_21_0_0 1385 176 217 1610 992 15 -8 -1 2
HH0490-rgb_2016_12_25_21_0_0 1390 179 218 1602 990 12 -6 -8 2
HH0490-rgb_2016_12_25_21_0_0 1405 150 205 1664 1005 -39 -3 14 1
HH0490-rgb_2016_12_25_21_0_0 1415 182 225 1607 989 6 -4 -7 2
HH0490-rgb_2016_12_25_21_0_0 1420 172 217 1604 994 9 -4 -6 2
HH0490-rgb_2016_12_25_21_0_0 1430 166 217 1604 997 8 -3 -5 2
HH0490-rgb_2016_12_25_21_0_0 1440 136 151 1540 1012 20 1 -10 1
HH0490-rgb_2016_12_25_21_0_0 1445 168 217 1578 996 21 -3 -3 1
HH0490-rgb_2016_12_25_21_0_0 1450 158 209 1601 1001 0 1 6 1
HH0490-rgb_2016_12_25_21_0_0 1455 157 213 1603 1001 5 -3 2 1
HH0490-rgb_2016_12_25_21_0_0 1460 155 209 1601 1002 4 -2 5 1
HH0490-rgb_2016_12_25_21_0_0 1465 158 221 1603 1001 4 -2 0 1
HH0490-rgb_2016_12_25_21_0_0 1470 159 221 1603 1000 3 -2 2 1
HH0490-rgb_2016_12_25_21_0_0 1475 157 213 1603 1001 7 -2 2 1
HH0490-rgb_2016_12_25_21_0_0 1480 162 221 1603 999 6 -2 3 1
HH0490-rgb_2016_12_25_21_0_0 1485 167 226 1605 996 6 -2 2 1
HH0490-rgb_2016_12_25_21_0_0 1490 158 213 1600 1001 1 -1 3 1
HH0490-rgb_2016_12_25_21_0_0 1495 164 221 1603 998 7 -2 3 1
HH0490-rgb_2016_12_25_21_0_0 1500 160 213 1600 1000 4 -4 4 1
HH0490-rgb_2016_12_25_21_0_0 1505 158 213 1603 1001 6 -3 4 1
HH0490-rgb_2016_12_25_21_0_0 1510 165 226 1602 997 6 -1 4 1
HH0490-rgb_2016_12_25_21_0_0 1515 160 213 1600 1000 3 0 2 1
HH0490-rgb_2016_12_25_21_0_0 1520 162 221 1600 999 7 -3 7 1
HH0490-rgb_2016_12_25_21_0_0 1525 164 226 1602 998 6 -3 3 1
HH0490-rgb_2016_12_25_21_0_0 1530 160 218 1599 1000 5 -1 3 1
HH0490-rgb_2016_12_25_21_0_0 1535 160 218 1602 1000 5 -4 2 1
HH0490-rgb_2016_12_25_21_0_0 1540 161 221 1600 999 5 0 3 1
HH0490-rgb_2016_12_25_21_0_0 1545 164 221 1600 998 4 -3 4 1
HH0490-rgb_2016_12_25_21_0_0 1550 164 221 1603 998 7 -4 1 1
HH0490-rgb_2016_12_25_21_0_0 1555 157 213 1600 1001 5 -4 3 1
HH0490-rgb_2016_12_25_21_0_0 1560 157 218 1602 1001 7 -4 3 1
HH0490-rgb_2016_12_25_21_0_0 1565 157 213 1600 1001 6 -3 2 1
HH0490-rgb_2016_12_25_21_0_0 1570 158 218 1602 1001 15 -8 3 1
HH0490-rgb_2016_12_25_21_0_0 1575 161 218 1599 999 6 -3 2 1
HH0490-rgb_2016_12_25_21_0_0 1580 155 213 1600 1002 8 -6 1 1
HH0490-rgb_2016_12_25_21_0_0 1585 159 221 1603 1000 12 -10 1 1
HH0490-rgb_2016_12_25_21_0_0 1590 153 208 1599 1003 7 -4 2 1
HH0490-rgb_2016_12_25_21_0_0 1595 157 213 1600 1001 9 -4 4 1
HH0490-rgb_2016_12_25_21_0_0 1600 155 213 1600 1002 10 -7 2 1
HH0490-rgb_2016_12_25_21_0_0 1605 155 218 1602 1002 13 -10 0 1
HH0490-rgb_2016_12_25_21_0_0 1610 159 221 1606 1000 10 -3 1 1
HH0490-rgb_2016_12_25_21_0_0 1615 155 213 1603 1002 4 -4 3 1
HH0490-rgb_2016_12_25_21_0_0 1620 155 213 1600 1002 3 -2 4 1
HH0490-rgb_2016_12_25_21_0_0 1625 159 221 1606 1000 8 -6 1 1
HH0490-rgb_2016_12_25_21_0_0 1630 155 213 1600 1002 6 -4 2 1
HH0490-rgb_2016_12_25_21_0_0 1635 160 218 1599 1000 2 -1 2 1
HH0490-rgb_2016_12_25_21_0_0 1640 155 213 1600 1002 3 -2 1 1
HH0490-rgb_2016_12_25_21_0_0 1645 152 208 1599 1004 5 -4 0 1
HH0490-rgb_2016_12_25_21_0_0 1650 154 213 1600 1003 6 -4 2 1
HH0490-rgb_2016_12_25_21_0_0 1655 155 213 1600 1002 3 -2 4 1
HH0490-rgb_2016_12_25_21_0_0 1660 162 226 1602 999 6 -3 2 1
HH0490-rgb_2016_12_25_21_0_0 1665 154 213 1600 1003 5 -3 2 1
HH0490-rgb_2016_12_25_21_0_0 1670 155 218 1599 1002 8 -3 2 1
HH0490-rgb_2016_12_25_21_0_0 1675 155 213 1597 1002 5 -4 3 1
HH0490-rgb_2016_12_25_21_0_0 1680 160 218 1599 1000 6 -4 2 1
HH0490-rgb_2016_12_25_21_0_0 1685 154 213 1600 1003 8 -5 3 1
HH0490-rgb_2016_12_25_21_0_0 1690 155 218 1599 1002 6 -3 2 1
HH0490-rgb_2016_12_25_21_0_0 1695 157 213 1597 1001 6 -5 3 1
HH0490-rgb_2016_12_25_21_0_0 1700 152 213 1600 1004 7 -3 3 1
HH0490-rgb_2016_12_25_21_0_0 1705 154 213 1597 1003 4 -3 3 1
HH0490-rgb_2016_12_25_21_0_0 1710 159 221 1600 1000 4 -3 2 1
HH0490-rgb_2016_12_25_21_0_0 1715 153 208 1599 1003 5 -2 0 1
HH0490-rgb_2016_12_25_21_0_0 1720 155 213 1600 1002 7 -5 3 1
HH0490-rgb_2016_12_25_21_0_0 1725 155 213 1600 1002 7 -5 3 1
HH0490-rgb_2016_12_25_21_0_0 1730 157 218 1599 1001 6 -4 1 1
HH0490-rgb_2016_12_25_21_0_0 1735 152 213 1597 1004 6 -4 3 1
HH0490-rgb_2016_12_25_21_0_0 1740 155 218 1602 1002 7 -4 3 1
HH0490-rgb_2016_12_25_21_0_0 1745 155 218 1599 1002 3 -3 2 1
HH0490-rgb_2016_12_25_21_0_0 1750 150 208 1599 1005 4 -2 3 1
HH0490-rgb_2016_12_25_21_0_0 1755 158 218 1602 1001 6 -3 2 1
HH0490-rgb_2016_12_25_21_0_0 1760 150 208 1599 1005 5 -3 2 1
