subdir frame_num face_height face_width face_x_center face_y_center roll pitch yaw attention_label
HH0717-rgb_2017_2_4_21_0_0 1625 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 275 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 1180 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 315 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 2270 NA NA NA NA NA NA NA 2
HH0717-rgb_2017_2_4_21_0_0 665 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 670 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 300 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 1750 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 2305 NA NA NA NA NA NA NA 2
HH0717-rgb_2017_2_4_21_0_0 1630 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 1340 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 1395 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 510 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 1815 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 1020 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 1785 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 1975 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 840 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 1960 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 1790 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 1800 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 1155 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 1155 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 1380 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 760 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 1330 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 210 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 1640 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 2215 NA NA NA NA NA NA NA 2
HH0717-rgb_2017_2_4_21_0_0 1720 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 1085 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 600 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 205 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 1455 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 575 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 1680 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 1045 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 165 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 830 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 170 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 1905 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 1050 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 1050 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 560 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 945 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 10 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 1450 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 1685 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 2005 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 160 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 2010 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 1900 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 1690 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 565 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 1135 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 15 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 1445 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 1335 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 995 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 765 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 1645 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 215 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 1725 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 605 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 1730 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 200 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 1650 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 1485 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 770 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 755 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 2340 NA NA NA NA NA NA NA 2
HH0717-rgb_2017_2_4_21_0_0 225 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 580 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 2220 NA NA NA NA NA NA NA 2
HH0717-rgb_2017_2_4_21_0_0 635 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 190 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 185 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 595 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 230 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 1310 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 30 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 795 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 1845 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 1070 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 150 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 805 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 810 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 145 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 555 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 780 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 25 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 35 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 545 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 1840 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 155 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 140 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 1100 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 785 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 20 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 750 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 1670 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 2345 NA NA NA NA NA NA NA 2
HH0717-rgb_2017_2_4_21_0_0 220 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 585 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 630 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 195 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 1275 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 2230 NA NA NA NA NA NA NA 2
HH0717-rgb_2017_2_4_21_0_0 1705 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 590 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 235 NA NA NA NA NA NA NA 2
HH0717-rgb_2017_2_4_21_0_0 745 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 2135 NA NA NA NA NA NA NA 2
HH0717-rgb_2017_2_4_21_0_0 1400 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 520 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 1170 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 285 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 1825 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 130 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 695 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 680 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 125 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 1950 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 2295 NA NA NA NA NA NA NA 2
HH0717-rgb_2017_2_4_21_0_0 290 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 1165 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 910 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 45 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 2120 NA NA NA NA NA NA NA 2
HH0717-rgb_2017_2_4_21_0_0 735 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 90 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 1985 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 1775 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 2255 NA NA NA NA NA NA NA 2
HH0717-rgb_2017_2_4_21_0_0 1990 NA NA NA NA NA NA NA 2
HH0717-rgb_2017_2_4_21_0_0 1600 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 85 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 720 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 95 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 240 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 1770 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 1980 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 320 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 650 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 2250 NA NA NA NA NA NA NA 2
HH0717-rgb_2017_2_4_21_0_0 1995 NA NA NA NA NA NA NA 2
HH0717-rgb_2017_2_4_21_0_0 80 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 1375 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 1405 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 2130 NA NA NA NA NA NA NA 2
HH0717-rgb_2017_2_4_21_0_0 1175 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 1820 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 280 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 1015 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 135 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 1955 NA NA NA NA NA NA NA 1
HH0717-rgb_2017_2_4_21_0_0 295 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 1160 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 40 NA NA NA NA NA NA NA 0
HH0717-rgb_2017_2_4_21_0_0 2125 NA NA NA NA NA NA NA 2
HH0647-rgb_2017_2_5_21_0_0 2100 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 2100 NA NA NA NA NA NA NA 0
HH0647-rgb_2017_2_5_21_0_0 2100 43 43 1335 766 2.720092 -0.5315893 30.521757 1
HH0647-rgb_2017_2_5_21_0_0 65 NA NA NA NA NA NA NA 0
HH0647-rgb_2017_2_5_21_0_0 65 NA NA NA NA NA NA NA 0
HH0647-rgb_2017_2_5_21_0_0 1435 43 43 810 739 4.011936 -3.096557 19.57376 1
HH0647-rgb_2017_2_5_21_0_0 1435 NA NA NA NA NA NA NA 0
HH0647-rgb_2017_2_5_21_0_0 1435 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 1390 43 43 810 739 0.23754835 -6.016512 25.615158 1
HH0647-rgb_2017_2_5_21_0_0 1390 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 930 43 43 1511 637 0.4549304 -10.7171955 -1.716133 1
HH0647-rgb_2017_2_5_21_0_0 515 43 43 1244 783 0.3230533 0.1989998 -8.516912 1
HH0647-rgb_2017_2_5_21_0_0 1810 43 43 809 747 16.799183 7.464343 11.343958 1
HH0647-rgb_2017_2_5_21_0_0 1810 NA NA NA NA NA NA NA 0
HH0647-rgb_2017_2_5_21_0_0 1810 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 475 52 52 1244 775 -1.1883738 -1.0776857 48.599026 1
HH0647-rgb_2017_2_5_21_0_0 1970 43 43 800 744 7.5974197 -12.474745 14.435196 1
HH0647-rgb_2017_2_5_21_0_0 1970 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 1780 43 43 807 744 12.500326 -5.001195 10.714527 1
HH0647-rgb_2017_2_5_21_0_0 1780 43 43 807 741 1.1864051 -10.4297085 11.6035185 0
HH0647-rgb_2017_2_5_21_0_0 1780 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 105 43 43 989 748 5.4685936 -12.900928 -21.489292 0
HH0647-rgb_2017_2_5_21_0_0 2060 43 43 810 744 9.72436 -4.004489 13.253459 1
HH0647-rgb_2017_2_5_21_0_0 2060 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 1555 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 1555 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 850 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 845 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 1540 36 36 822 741 6.0679297 1.6689922 4.6572547 1
HH0647-rgb_2017_2_5_21_0_0 1540 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 110 NA NA NA NA NA NA NA 0
HH0647-rgb_2017_2_5_21_0_0 2075 43 43 810 744 10.354371 -2.8665016 16.756226 1
HH0647-rgb_2017_2_5_21_0_0 2075 NA NA NA NA NA NA NA 0
HH0647-rgb_2017_2_5_21_0_0 2075 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 1795 43 43 807 744 15.25953 1.8765717 11.204397 1
HH0647-rgb_2017_2_5_21_0_0 1795 43 43 807 743 11.772709 -3.5605466 12.97428 0
HH0647-rgb_2017_2_5_21_0_0 1795 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 1965 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 1965 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 460 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 1805 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 1805 NA NA NA NA NA NA NA 0
HH0647-rgb_2017_2_5_21_0_0 1805 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 500 43 43 1258 775 -3.969854 -1.5329865 5.4113126 1
HH0647-rgb_2017_2_5_21_0_0 925 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 1385 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 1385 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 1420 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 1420 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 2115 43 43 815 744 12.749067 11.949335 1.2771957 1
HH0647-rgb_2017_2_5_21_0_0 2115 NA NA NA NA NA NA NA 0
HH0647-rgb_2017_2_5_21_0_0 2115 36 36 1329 776 -3.0548644 -11.633343 16.37376 1
HH0647-rgb_2017_2_5_21_0_0 70 NA NA NA NA NA NA NA 0
HH0647-rgb_2017_2_5_21_0_0 70 NA NA NA NA NA NA NA 0
HH0647-rgb_2017_2_5_21_0_0 700 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 1350 43 43 810 739 4.1392517 -6.6147337 17.48082 1
HH0647-rgb_2017_2_5_21_0_0 1350 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 2315 36 36 814 741 4.1502676 2.6290944 4.4152164 1
HH0647-rgb_2017_2_5_21_0_0 2315 NA NA NA NA NA NA NA 0
HH0647-rgb_2017_2_5_21_0_0 2315 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 270 NA NA NA NA NA NA NA 0
HH0647-rgb_2017_2_5_21_0_0 1620 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 1620 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 310 43 43 1251 780 -1.7876022 -3.415732 -4.4081407 1
HH0647-rgb_2017_2_5_21_0_0 2275 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 2275 NA NA NA NA NA NA NA 0
HH0647-rgb_2017_2_5_21_0_0 2275 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 1740 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 1740 NA NA NA NA NA NA NA 0
HH0647-rgb_2017_2_5_21_0_0 1740 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 660 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 890 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 1595 43 43 802 739 -3.0579045 -10.681732 24.27466 1
HH0647-rgb_2017_2_5_21_0_0 1595 NA NA NA NA NA NA NA 0
HH0647-rgb_2017_2_5_21_0_0 1595 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 1580 43 43 802 739 6.1966887 -6.4937983 25.360235 1
HH0647-rgb_2017_2_5_21_0_0 1580 NA NA NA NA NA NA NA 0
HH0647-rgb_2017_2_5_21_0_0 1580 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 885 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 675 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 1755 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 1755 NA NA NA NA NA NA NA 0
HH0647-rgb_2017_2_5_21_0_0 1755 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 305 52 52 1249 780 -4.5161867 -9.359571 15.007409 1
HH0647-rgb_2017_2_5_21_0_0 2260 43 43 805 752 10.85323 -12.758445 3.3906627 1
HH0647-rgb_2017_2_5_21_0_0 2260 NA NA NA NA NA NA NA 0
HH0647-rgb_2017_2_5_21_0_0 2260 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 1635 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 1635 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 2300 43 43 796 743 12.59445 11.274619 13.94022 1
HH0647-rgb_2017_2_5_21_0_0 2300 NA NA NA NA NA NA NA 0
HH0647-rgb_2017_2_5_21_0_0 2300 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 265 NA NA NA NA NA NA NA 0
HH0647-rgb_2017_2_5_21_0_0 1345 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 1345 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 715 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 1355 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 705 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 1625 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 1625 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 2310 36 36 814 741 5.191697 2.2623832 8.331069 1
HH0647-rgb_2017_2_5_21_0_0 2310 NA NA NA NA NA NA NA 0
HH0647-rgb_2017_2_5_21_0_0 2310 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 275 NA NA NA NA NA NA NA 0
HH0647-rgb_2017_2_5_21_0_0 1745 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 1745 NA NA NA NA NA NA NA 0
HH0647-rgb_2017_2_5_21_0_0 1745 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 315 43 43 1246 780 -1.1231831 -0.3406484 1.8721694 1
HH0647-rgb_2017_2_5_21_0_0 2270 43 43 805 743 0.5202046 -11.867153 19.119682 1
HH0647-rgb_2017_2_5_21_0_0 2270 NA NA NA NA NA NA NA 0
HH0647-rgb_2017_2_5_21_0_0 2270 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 895 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 665 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 1590 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 1590 NA NA NA NA NA NA NA 0
HH0647-rgb_2017_2_5_21_0_0 1590 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 1585 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 1585 NA NA NA NA NA NA NA 0
HH0647-rgb_2017_2_5_21_0_0 1585 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 670 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 880 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 300 NA NA NA NA NA NA NA 0
HH0647-rgb_2017_2_5_21_0_0 2265 43 43 805 752 11.233339 -14.414988 2.705475 1
HH0647-rgb_2017_2_5_21_0_0 2265 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 1750 NA NA NA NA NA NA NA 0
HH0647-rgb_2017_2_5_21_0_0 1750 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 2305 36 36 802 741 11.737904 8.26299 11.448204 1
HH0647-rgb_2017_2_5_21_0_0 2305 NA NA NA NA NA NA NA 0
HH0647-rgb_2017_2_5_21_0_0 2305 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 260 NA NA NA NA NA NA NA 0
HH0647-rgb_2017_2_5_21_0_0 1630 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 1630 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 710 NA NA NA NA NA NA NA 1
HH0647-rgb_2017_2_5_21_0_0 1340 43 43 810 739 3.2208967 -6.685937 16.517296 1
