subdir frame_num face_startX face_startY face_endX face_endY face_height face_width face_x_center face_y_center yaw pitch roll attention_label
HH0490-rgb_2016_12_25_21_0_0 475 1497 944 1642 1080 136 145 1569 1012 1 -11 9 2
HH0490-rgb_2016_12_25_21_0_0 480 1486 934 1677 1080 146 191 1581 1007 -2 -7 19 2
HH0490-rgb_2016_12_25_21_0_0 485 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 490 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 495 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 500 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 505 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 510 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 515 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 520 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 525 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 530 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 535 1487 936 1676 1080 144 189 1581 1008 -4 -7 21 2
HH0490-rgb_2016_12_25_21_0_0 540 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 545 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 550 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 555 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 560 1489 940 1678 1080 140 189 1583 1010 -4 -8 21 2
HH0490-rgb_2016_12_25_21_0_0 565 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 570 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 575 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 580 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 585 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 590 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 595 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 600 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 605 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 610 1488 941 1677 1080 139 189 1582 1010 -2 -8 21 2
HH0490-rgb_2016_12_25_21_0_0 615 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 620 1485 941 1628 1080 139 143 1556 1010 1 -11 5 2
HH0490-rgb_2016_12_25_21_0_0 625 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 630 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 635 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 640 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 645 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 650 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 655 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 660 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 665 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 670 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 675 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 680 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 685 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 690 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 695 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 700 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 705 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 710 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 715 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 720 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 725 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 730 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 735 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 740 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 745 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 750 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 755 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 760 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 765 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 770 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 775 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 780 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 785 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 790 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 795 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 800 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 805 1487 945 1623 1080 135 136 1555 1012 0 -14 7 2
HH0490-rgb_2016_12_25_21_0_0 810 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 815 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 820 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 825 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 830 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 835 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 840 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 845 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 850 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 855 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 860 1457 935 1636 1080 145 179 1546 1007 -5 -3 13 2
HH0490-rgb_2016_12_25_21_0_0 865 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 870 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 875 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 880 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 885 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 890 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 895 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 900 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 905 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 910 1489 938 1675 1080 142 186 1582 1009 -2 -9 18 2
HH0490-rgb_2016_12_25_21_0_0 915 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 920 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 925 1483 937 1675 1080 143 192 1579 1008 -1 -9 20 2
HH0490-rgb_2016_12_25_21_0_0 930 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 935 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 940 1488 936 1675 1080 144 187 1581 1008 -3 -7 22 2
HH0490-rgb_2016_12_25_21_0_0 945 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 950 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 955 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 960 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 965 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 970 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 975 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 980 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 985 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 990 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 995 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 1000 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 1005 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 1010 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 1015 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 1020 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 1025 1473 937 1653 1080 143 180 1563 1008 0 -14 9 2
HH0490-rgb_2016_12_25_21_0_0 1030 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 1035 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 1040 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 1045 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 1050 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 1055 1493 938 1678 1080 142 185 1585 1009 0 -7 21 2
HH0490-rgb_2016_12_25_21_0_0 1060 1489 936 1675 1080 144 186 1582 1008 -3 -7 26 2
HH0490-rgb_2016_12_25_21_0_0 1065 1490 933 1677 1080 147 187 1583 1006 -2 -8 24 2
HH0490-rgb_2016_12_25_21_0_0 1070 1468 939 1648 1080 141 180 1558 1009 1 -7 9 2
HH0490-rgb_2016_12_25_21_0_0 1075 1488 935 1675 1080 145 187 1581 1007 -2 -7 22 2
HH0490-rgb_2016_12_25_21_0_0 1080 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 1085 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 1090 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 1095 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 1100 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 1105 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 1110 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 1115 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 1120 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 1125 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 1130 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 1135 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 1140 1488 936 1675 1080 144 187 1581 1008 -1 -6 21 2
HH0490-rgb_2016_12_25_21_0_0 1145 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 1150 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 1155 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 1160 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 1165 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 1170 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 1175 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 1180 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 1185 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 1190 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 1195 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 1210 1586 943 1782 1080 137 196 1684 1011 6 -28 31 1
HH0490-rgb_2016_12_25_21_0_0 1215 1587 944 1788 1080 136 201 1687 1012 13 -26 24 1
HH0490-rgb_2016_12_25_21_0_0 1220 1590 943 1783 1080 137 193 1686 1011 19 -11 19 1
HH0490-rgb_2016_12_25_21_0_0 1225 1584 943 1785 1080 137 201 1684 1011 2 -22 20 1
HH0490-rgb_2016_12_25_21_0_0 1305 1578 943 1772 1080 137 194 1675 1011 -3 -38 24 1
HH0490-rgb_2016_12_25_21_0_0 1345 1551 934 1742 1080 146 191 1646 1007 -1 -14 17 2
HH0490-rgb_2016_12_25_21_0_0 1350 1520 929 1664 1080 151 144 1592 1004 -11 -4 11 2
HH0490-rgb_2016_12_25_21_0_0 1365 1529 934 1676 1080 146 147 1602 1007 4 -3 10 2
HH0490-rgb_2016_12_25_21_0_0 1370 1532 941 1679 1080 139 147 1605 1010 0 2 14 2
HH0490-rgb_2016_12_25_21_0_0 1375 1529 938 1686 1080 142 157 1607 1009 0 2 11 2
HH0490-rgb_2016_12_25_21_0_0 1380 1548 942 1688 1078 136 140 1618 1010 2 -1 19 2
HH0490-rgb_2016_12_25_21_0_0 1385 1532 937 1681 1076 139 149 1606 1006 0 -1 13 2
HH0490-rgb_2016_12_25_21_0_0 1390 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 1405 1597 952 1789 1080 128 192 1693 1016 7 -4 -1 1
HH0490-rgb_2016_12_25_21_0_0 1415 1523 925 1723 1080 155 200 1623 1002 -7 3 14 2
HH0490-rgb_2016_12_25_21_0_0 1420 NA NA NA NA NA NA NA NA NA NA NA 2
HH0490-rgb_2016_12_25_21_0_0 1430 1526 931 1724 1080 149 198 1625 1005 -3 0 21 2
HH0490-rgb_2016_12_25_21_0_0 1440 1455 942 1598 1080 138 143 1526 1011 -10 2 8 1
HH0490-rgb_2016_12_25_21_0_0 1445 NA NA NA NA NA NA NA NA NA NA NA 1
HH0490-rgb_2016_12_25_21_0_0 1450 1531 936 1724 1080 144 193 1627 1008 4 -3 25 1
HH0490-rgb_2016_12_25_21_0_0 1455 1543 948 1688 1080 132 145 1615 1014 8 -5 5 1
HH0490-rgb_2016_12_25_21_0_0 1460 1536 938 1680 1080 142 144 1608 1009 6 -3 12 1
HH0490-rgb_2016_12_25_21_0_0 1465 1523 938 1722 1080 142 199 1622 1009 0 -4 25 1
HH0490-rgb_2016_12_25_21_0_0 1470 1524 935 1724 1080 145 200 1624 1007 0 -6 21 1
HH0490-rgb_2016_12_25_21_0_0 1475 1543 948 1688 1080 132 145 1615 1014 2 -1 17 1
HH0490-rgb_2016_12_25_21_0_0 1480 1521 932 1724 1080 148 203 1622 1006 0 -6 26 1
HH0490-rgb_2016_12_25_21_0_0 1485 1535 940 1685 1080 140 150 1610 1010 4 -1 8 1
HH0490-rgb_2016_12_25_21_0_0 1490 1532 939 1728 1080 141 196 1630 1009 -3 -20 24 1
HH0490-rgb_2016_12_25_21_0_0 1495 1522 939 1721 1080 141 199 1621 1009 2 -10 19 1
HH0490-rgb_2016_12_25_21_0_0 1500 1533 938 1727 1080 142 194 1630 1009 0 -14 24 1
HH0490-rgb_2016_12_25_21_0_0 1505 1532 938 1728 1080 142 196 1630 1009 1 -13 24 1
HH0490-rgb_2016_12_25_21_0_0 1510 1532 940 1686 1080 140 154 1609 1010 4 -5 13 1
HH0490-rgb_2016_12_25_21_0_0 1515 1530 937 1728 1080 143 198 1629 1008 0 -8 30 1
