subdir frame_num face_height face_width face_x_center face_y_center roll pitch yaw attention_label
HH0634-rgb_2017_2_22_21_15_0 3200 63 60 1110 763 1 -3 21 2
HH0634-rgb_2017_2_22_21_15_0 4590 63 59 1104 772 -2 -4 -3 2
HH0634-rgb_2017_2_22_21_15_0 4745 63 53 1107 766 0 13 6 2
HH0634-rgb_2017_2_22_21_15_0 3980 71 56 1115 763 -1 15 0 2
HH0634-rgb_2017_2_22_21_15_0 3770 70 60 1113 772 4 7 -10 2
HH0634-rgb_2017_2_22_21_15_0 2240 NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 4625 70 60 1107 769 -1 13 10 2
HH0634-rgb_2017_2_22_21_15_0 1985 63 134 1715 649 -2 -7 40 0
HH0634-rgb_2017_2_22_21_15_0 1775 63 129 1717 649 -6 -15 2 0
HH0634-rgb_2017_2_22_21_15_0 3610 70 56 1112 763 0 17 0 2
HH0634-rgb_2017_2_22_21_15_0 4180 64 60 1107 775 1 -12 16 2
HH0634-rgb_2017_2_22_21_15_0 4355 65 59 1104 772 -1 7 -21 2
HH0634-rgb_2017_2_22_21_15_0 2730 67 60 1113 769 0 -1 -11 2
HH0634-rgb_2017_2_22_21_15_0 3360 63 60 1110 769 5 -4 -19 2
HH0634-rgb_2017_2_22_21_15_0 2095 134 126 1477 585 -5 -4 23 0
HH0634-rgb_2017_2_22_21_15_0 2080 39 145 1632 618 2 -9 12 0
HH0634-rgb_2017_2_22_21_15_0 3375 70 60 1110 769 2 13 -5 2
HH0681-rgb_2017_3_18_22_0_0 580 97 59 1437 763 17 3 15 2
HH0681-rgb_2017_3_18_22_0_0 345 97 59 1437 760 16 1 26 2
HH0681-rgb_2017_3_18_22_0_0 2220 77 70 1407 769 -1 -9 0 2
HH0681-rgb_2017_3_18_22_0_0 1715 NA NA NA NA NA NA NA 2
HH0681-rgb_2017_3_18_22_0_0 1715 NA NA NA NA NA NA NA 0
HH0681-rgb_2017_3_18_22_0_0 635 49 29 186 687 7 -6 0 1
HH0681-rgb_2017_3_18_22_0_0 635 95 61 1438 757 11 -3 19 2
HH0681-rgb_2017_3_18_22_0_0 1265 73 90 1051 678 -3 -6 20 2
HH0647-rgb_2017_2_6_21_0_0 205 59 49 810 754 -3 -2 26 0
HH0647-rgb_2017_2_6_21_0_0 205 NA NA NA NA NA NA NA 0
HH0647-rgb_2017_2_6_21_0_0 985 60 49 804 740 5 6 4 1
HH0647-rgb_2017_2_6_21_0_0 985 NA NA NA NA NA NA NA 0
HH0647-rgb_2017_2_6_21_0_0 985 53 49 1372 772 -2 -10 -6 1
HH0647-rgb_2017_2_6_21_0_0 775 52 49 801 740 0 3 -7 1
HH0647-rgb_2017_2_6_21_0_0 775 NA NA NA NA NA NA NA 0
HH0647-rgb_2017_2_6_21_0_0 775 47 42 1363 769 -1 -2 33 1
HH0717-rgb_2017_2_4_21_0_0 105 207 209 1299 640 -8 5 65 0
HH0717-rgb_2017_2_4_21_0_0 110 207 209 1302 643 -6 8 74 0
HH0490-rgb_2017_2_5_21_0_0 1060 50 42 1138 705 2 -4 -44 0
HH0490-rgb_2017_2_5_21_0_0 1060 50 64 1284 684 -4 -18 34 0
HH0490-rgb_2017_2_5_21_0_0 1060 40 70 831 765 0 -9 15 0
HH0490-rgb_2017_2_5_21_0_0 1100 51 42 1141 707 -3 -8 -54 0
HH0490-rgb_2017_2_5_21_0_0 1100 22 74 1264 705 -1 -6 28 0
HH0490-rgb_2017_2_5_21_0_0 1100 51 67 836 775 -2 -8 7 0
HH0490-rgb_2017_2_5_21_0_0 975 56 42 1141 708 1 -8 -42 0
HH0490-rgb_2017_2_5_21_0_0 975 24 72 1337 706 6 -11 -72 0
HH0715-rgb_2017_2_13_22_0_0 5555 192 172 1494 892 -2 -9 73 2
HH0715-rgb_2017_2_13_22_0_0 1055 192 148 1270 860 10 0 -20 1
HH0715-rgb_2017_2_13_22_0_0 8850 181 141 1524 880 4 -2 49 2
HH0715-rgb_2017_2_13_22_0_0 3905 167 137 1230 880 1 -7 23 2
HH0715-rgb_2017_2_13_22_0_0 5390 147 137 1499 880 -1 -15 25 2
HH0715-rgb_2017_2_13_22_0_0 4930 168 144 1517 869 -7 1 40 2
HH0715-rgb_2017_2_13_22_0_0 6855 190 133 1509 866 0 -9 54 2
HH0715-rgb_2017_2_13_22_0_0 2400 149 123 1250 836 -1 -6 -21 2
HH0715-rgb_2017_2_13_22_0_0 9555 158 130 1538 880 0 -1 49 2
HH0715-rgb_2017_2_13_22_0_0 6100 169 133 1512 877 -1 -3 27 2
HH0715-rgb_2017_2_13_22_0_0 565 131 176 494 563 -9 -18 -28 0
HH0715-rgb_2017_2_13_22_0_0 4065 148 137 1241 848 0 -1 -5 2
HH0715-rgb_2017_2_13_22_0_0 1135 198 151 1274 866 9 -2 -34 1
HH0715-rgb_2017_2_13_22_0_0 5435 151 137 1502 877 -5 -15 30 2
HH0715-rgb_2017_2_13_22_0_0 8105 189 130 1520 874 0 -10 56 2
HH0715-rgb_2017_2_13_22_0_0 3050 179 114 1241 848 3 5 -40 2
HH0715-rgb_2017_2_13_22_0_0 7550 183 147 1518 892 2 -6 26 2
HH0647-rgb_2017_2_5_21_0_0 2375 47 47 1340 780 -0.9153795 -10.567203 56.523956 1
HH0647-rgb_2017_2_5_21_0_0 1640 46 46 806 743 4.3040113 -2.9556613 21.267221 1
HH0647-rgb_2017_2_5_21_0_0 1640 40 68 1335 781 -6.805588 7.1328998 -5.0211387 1
HH0647-rgb_2017_2_5_21_0_0 2215 43 43 815 749 10.628348 4.1600184 8.12261 1
HH0647-rgb_2017_2_5_21_0_0 2215 2 124 1034 690 9.189876 -9.557207 0.20160402 0
HH0647-rgb_2017_2_5_21_0_0 2215 59 59 1341 774 5.5256953 -13.319438 37.2599 1
HH0647-rgb_2017_2_5_21_0_0 370 25 63 1225 777 -1.93733 -12.457816 -3.3739486 1
HH0647-rgb_2017_2_5_21_0_0 1720 43 43 807 744 10.186723 -8.328458 19.820387 1
HH0647-rgb_2017_2_5_21_0_0 1720 110 196 1425 731 -7.5272956 -13.660158 -6.7229905 1
HH0647-rgb_2017_2_5_21_0_0 1720 53 53 1344 777 3.9114826 -16.946102 63.58364 1
HH0647-rgb_2017_2_5_21_0_0 600 27 85 1237 789 -6.526951 -9.543443 11.300573 1
HH0647-rgb_2017_2_5_21_0_0 615 -17 91 1228 801 9.134975 -8.424719 -26.584063 1
HH0647-rgb_2017_2_5_21_0_0 1735 -56 172 816 820 -8.331338 -12.322913 -27.141867 0
HH0647-rgb_2017_2_5_21_0_0 1735 35 63 1334 780 -6.945202 9.895315 -16.155396 1
HH0647-rgb_2017_2_5_21_0_0 2200 46 46 812 743 9.99631 -3.3886037 4.3030124 1
HH0647-rgb_2017_2_5_21_0_0 2200 33 113 1105 681 -11.893363 -9.115447 48.231476 0
HH0647-rgb_2017_2_5_21_0_0 2200 58 58 1336 778 4.9689183 -17.45599 42.951263 1
HH0647-rgb_2017_2_5_21_0_0 365 30 62 1229 778 -2.210629 -5.9038587 -7.351699 1
HH0647-rgb_2017_2_5_21_0_0 1655 46 46 806 740 -1.1187462 -5.3683825 30.011559 1
HH0647-rgb_2017_2_5_21_0_0 1655 49 59 1335 780 4.2698054 -11.241533 8.051941 1
HH0647-rgb_2017_2_5_21_0_0 205 8 58 1030 695 -5.024694 -4.2270737 18.787298 0
HH0647-rgb_2017_2_5_21_0_0 2360 45 45 823 736 6.700219 13.160159 6.6096053 1
HH0647-rgb_2017_2_5_21_0_0 2360 45 45 984 769 1.7604616 -13.890899 10.91266 1
HH0647-rgb_2017_2_5_21_0_0 2360 38 58 1333 787 -3.2900193 -4.7879324 54.869114 1
HH0647-rgb_2017_2_5_21_0_0 1480 43 43 805 744 6.912201 -8.013822 17.768747 1
HH0647-rgb_2017_2_5_21_0_0 1480 49 59 1335 777 6.702447 -15.210363 29.467794 1
HH0647-rgb_2017_2_5_21_0_0 775 52 52 1254 772 -2.7402287 -9.744872 30.931557 1
HH0647-rgb_2017_2_5_21_0_0 5 -4 62 874 757 0.605376 -7.75986 -11.227103 0
HH0647-rgb_2017_2_5_21_0_0 2160 46 46 812 737 1.830954 -2.3527408 6.553962 1
HH0647-rgb_2017_2_5_21_0_0 2160 77 77 1164 675 -5.78436 -17.312273 69.03269 1
HH0647-rgb_2017_2_5_21_0_0 2160 36 64 1331 787 -9.921466 4.4151015 64.61989 1
HH0647-rgb_2017_2_5_21_0_0 1455 43 43 810 739 -0.8259639 -8.641403 19.544064 1
HH0647-rgb_2017_2_5_21_0_0 1455 50 50 1337 778 6.595476 -18.293306 32.107655 1
HH0647-rgb_2017_2_5_21_0_0 575 17 71 1213 783 1.3211861 -8.344335 33.208748 1
HH0647-rgb_2017_2_5_21_0_0 1870 36 36 1332 774 -1.0736406 -4.6962695 22.19804 1
HH0647-rgb_2017_2_5_21_0_0 1680 43 43 807 744 14.096186 -2.620168 19.950155 1
HH0647-rgb_2017_2_5_21_0_0 1680 49 59 1335 777 3.402696 -16.377146 14.472823 1
HH0647-rgb_2017_2_5_21_0_0 415 46 60 1236 769 0.74727786 -7.600423 40.067253 1
HH0647-rgb_2017_2_5_21_0_0 1910 43 43 805 740 8.6624155 -0.25492948 22.74626 1
HH0647-rgb_2017_2_5_21_0_0 1910 56 56 1337 778 -0.52748775 -10.921627 34.780006 1
HH0647-rgb_2017_2_5_21_0_0 2000 52 78 792 748 -1.0313103 -8.698654 17.960806 1
HH0647-rgb_2017_2_5_21_0_0 2000 50 50 1337 784 4.881256 -16.137999 66.2838 1
HH0647-rgb_2017_2_5_21_0_0 165 43 43 1114 663 -5.496741 -4.8690023 3.659781 1
HH0647-rgb_2017_2_5_21_0_0 1535 43 43 807 749 4.2154274 -13.127742 11.32094 1
HH0756-rgb_2017_2_2_21_0_0 8115 70 70 336 775 11.265165 6.3111386 -45.67985 1
HH0756-rgb_2017_2_2_21_0_0 6845 59 59 457 754 -2.8744054 9.277672 11.5892515 1
HH0756-rgb_2017_2_2_21_0_0 6925 59 59 454 760 -4.034521 0.04330458 2.9560845 1
HH0756-rgb_2017_2_2_21_0_0 6930 59 59 454 760 -5.91981 -0.9911069 6.9742227 1
HH0756-rgb_2017_2_2_21_0_0 6850 59 59 454 754 5.7531123 2.8585088 0.41844487 1
HH0756-rgb_2017_2_2_21_0_0 6840 56 56 459 754 0.9193482 3.7854989 -8.124863 1
HH0756-rgb_2017_2_2_21_0_0 6920 63 63 453 760 -4.431858 5.308518 6.4234843 1
HH0756-rgb_2017_2_2_21_0_0 6505 60 60 452 760 1.3703301 -4.7266946 -5.7032294 1
HH0756-rgb_2017_2_2_21_0_0 6935 60 60 452 763 8.00974 -13.0737095 -7.2627783 1
HH0756-rgb_2017_2_2_21_0_0 6855 64 64 456 754 -5.0193543 9.697681 12.610476 1
HH0756-rgb_2017_2_2_21_0_0 6880 59 59 454 757 0.7704842 -0.5433207 -2.2370887 1
HH0756-rgb_2017_2_2_21_0_0 5345 18 98 418 559 -2.1727352 -16.11301 47.28414 1
HH0756-rgb_2017_2_2_21_0_0 6670 60 60 449 763 -4.0860744 -4.796155 -11.58256 1
HH0756-rgb_2017_2_2_21_0_0 6895 59 59 454 754 6.8083024 -2.6310098 4.4320955 1
HH0756-rgb_2017_2_2_21_0_0 5350 74 74 627 506 4.5021377 3.1043344 -16.887712 2
HH0756-rgb_2017_2_2_21_0_0 5375 101 101 1019 376 4.0503817 -3.3204322 -35.230354 1
HH0756-rgb_2017_2_2_21_0_0 6720 60 60 452 763 1.7929846 -13.56977 -1.9574974 1
HH0756-rgb_2017_2_2_21_0_0 6735 60 60 449 760 3.7079155 -10.640043 0.9558645 1
HH0756-rgb_2017_2_2_21_0_0 5360 78 78 702 506 0.34252688 3.8488352 -5.4810534 1
HH0756-rgb_2017_2_2_21_0_0 6455 60 60 452 757 0.7013184 -9.998898 -9.520767 1
HH0756-rgb_2017_2_2_21_0_0 8120 65 65 336 774 7.9945183 9.539391 -52.636505 1
HH0756-rgb_2017_2_2_21_0_0 6870 59 59 454 754 4.9968395 -3.4716532 9.73548 1
HH0756-rgb_2017_2_2_21_0_0 6910 56 56 453 760 -0.3268942 0.28890914 1.9173447 1
HH0756-rgb_2017_2_2_21_0_0 6905 64 64 456 757 3.3475723 -1.5479184 0.87127835 1
HH0756-rgb_2017_2_2_21_0_0 6865 59 59 454 754 4.5442295 3.4467416 2.264362 1
HH0756-rgb_2017_2_2_21_0_0 8135 65 65 336 777 6.6173325 -2.5016236 -49.134117 1
HH0756-rgb_2017_2_2_21_0_0 8125 69 69 335 777 9.887996 2.4974737 -47.53004 1
HH0756-rgb_2017_2_2_21_0_0 6875 59 59 454 757 -1.0729182 1.8642424 2.2332282 1
HH0756-rgb_2017_2_2_21_0_0 6915 56 56 453 760 -3.906385 -2.8247557 -0.4713619 1
HH0756-rgb_2017_2_2_21_0_0 6900 56 56 456 757 -2.0041206 -1.3015333 3.8481169 1
HH0756-rgb_2017_2_2_21_0_0 6860 52 52 460 759 -4.811576 0.7928915 -4.5451055 1
HH0756-rgb_2017_2_2_21_0_0 8130 69 69 335 777 10.338996 4.491494 -42.325844 1
HH0756-rgb_2017_2_2_21_0_0 5370 87 87 902 440 7.000135 -0.30571145 -40.695114 2
HH0756-rgb_2017_2_2_21_0_0 6730 60 60 449 763 5.2818117 -0.8281361 -7.574091 1
HH0756-rgb_2017_2_2_21_0_0 5365 81 81 794 473 2.080491 -2.6803615 -65.33348 2
HH0756-rgb_2017_2_2_21_0_0 8140 62 62 336 778 6.5687776 -5.4807973 -59.529263 1
HH0681-rgb_2017_2_15_22_0_0 855 45 45 1180 821 5.862496 2.2012193 12.746629 1
HH0681-rgb_2017_2_15_22_0_0 840 43 43 1184 824 4.1090684 3.5266194 9.055058 1
HH0681-rgb_2017_2_15_22_0_0 115 38 38 1192 825 -5.4581313 10.268661 44.03135 0
HH0681-rgb_2017_2_15_22_0_0 2070 39 39 1189 827 -3.8325646 -5.5810494 2.2711632 2
HH0681-rgb_2017_2_15_22_0_0 1545 42 42 1185 822 -4.025701 -3.9129446 24.47473 1
HH0681-rgb_2017_2_15_22_0_0 1960 39 39 1183 821 -2.200921 -4.406059 24.915215 1
HH0681-rgb_2017_2_15_22_0_0 1790 42 42 1188 822 -1.758539 7.835424 37.263885 1
HH0681-rgb_2017_2_15_22_0_0 465 35 35 1176 812 -5.126102 -10.475113 53.058678 1
HH0681-rgb_2017_2_15_22_0_0 1035 42 42 1188 825 -0.117367946 -2.6022108 -3.524204 1
HH0681-rgb_2017_2_15_22_0_0 1800 43 43 1187 824 3.433742 9.439459 30.035204 1
HH0681-rgb_2017_2_15_22_0_0 505 45 45 1169 815 -0.2488676 11.6525135 10.262603 1
HH0681-rgb_2017_2_15_22_0_0 1155 42 42 1188 824 -0.9753744 -2.2475996 7.488235 1
HH0681-rgb_2017_2_15_22_0_0 1380 45 45 1186 821 -4.1426105 4.557703 20.468721 1
HH0681-rgb_2017_2_15_22_0_0 920 51 51 1181 821 -4.1865716 5.955384 16.848251 1
HH0681-rgb_2017_2_15_22_0_0 2110 52 52 1181 822 5.867861 -7.392695 -9.236053 2
HH0681-rgb_2017_2_15_22_0_0 1425 45 45 1186 821 -3.8424935 3.483256 17.717787 1
HH0681-rgb_2017_2_15_22_0_0 760 39 39 1177 815 -7.315523 -1.3261046 41.663944 1
HH0681-rgb_2017_2_15_22_0_0 990 56 56 1182 825 6.300941 14.61656 52.693188 1
HH0681-rgb_2017_2_15_22_0_0 1330 40 40 1189 822 -3.3517458 -6.2272034 17.165863 1
HH0681-rgb_2017_2_15_22_0_0 1495 43 43 1184 821 -4.4429474 -2.5855434 23.321037 1
HH0681-rgb_2017_2_15_22_0_0 210 39 39 1192 824 -10.486816 7.4489055 35.87917 0
HH0681-rgb_2017_2_15_22_0_0 2375 42 42 1185 825 -3.217978 8.094546 43.433975 2
HH0681-rgb_2017_2_15_22_0_0 1640 50 50 1182 822 -0.7393057 8.565988 24.074005 1
HH0647-rgb_2017_2_3_21_0_1 420 43 43 797 757 4.091369 -6.8472557 -18.396702 1
HH0647-rgb_2017_2_3_21_0_1 420 61 91 1442 827 -14.1458435 -0.5585597 -25.342964 0
HH0647-rgb_2017_2_3_21_0_1 420 43 43 1340 799 -2.561491 -3.2388878 0.120564856 1
HH0647-rgb_2017_2_3_21_0_1 4120 29 71 1155 698 -3.586206 -5.027757 -2.7837722 0
HH0647-rgb_2017_2_3_21_0_1 1070 43 43 800 769 7.9348774 -2.974304 -19.324251 1
HH0647-rgb_2017_2_3_21_0_1 1070 43 43 1340 799 -3.6035175 -4.5723424 5.080748 1
HH0647-rgb_2017_2_3_21_0_1 3840 -14 60 1220 787 0.4324918 -9.705666 48.292244 0
HH0647-rgb_2017_2_3_21_0_1 4685 36 36 1335 773 -6.934358 -2.8716414 -13.763905 1
HH0647-rgb_2017_2_3_21_0_1 1925 44 52 1180 658 4.0148253 -6.371296 -59.198402 0
HH0647-rgb_2017_2_3_21_0_1 385 43 43 792 762 10.858429 -1.2194808 -17.386072 1
HH0647-rgb_2017_2_3_21_0_1 385 43 43 1338 799 -2.06374 -1.3068885 -3.415472 1
HH0647-rgb_2017_2_3_21_0_1 4450 36 36 1335 775 -3.7260718 5.688654 -8.267939 1
HH0647-rgb_2017_2_3_21_0_1 150 71 71 816 754 6.135686 -2.2216036 -62.978004 0
HH0647-rgb_2017_2_3_21_0_1 150 43 43 1335 799 -3.5790477 -3.01642 -17.799072 1
HH0670-rgb_2016_12_23_21_0_0 215 134 176 1574 1013 NA NA NA 2
HH0670-rgb_2016_12_23_21_0_0 375 148 165 1546 1006 NA NA NA 2
HH0670-rgb_2016_12_23_21_0_0 1080 140 176 1577 1010 NA NA NA 2
HH0756-rgb_2016_12_27_21_0_0 1025 107 108 1256 257 9.633025 2.369227 15.562709 2
HH0756-rgb_2016_12_27_21_0_0 1025 80 102 1169 473 10.54235 -5.619443 24.992102 2
HH0756-rgb_2016_12_27_21_0_0 1025 52 52 45 760 1.6509682 -6.8457766 17.46877 2
HH0756-rgb_2016_12_27_21_0_0 515 31 123 1094 292 3.0152376 -19.147438 -56.11693 0
HH0756-rgb_2016_12_27_21_0_0 515 81 81 1007 341 5.8284974 -14.679332 36.703335 0
HH0756-rgb_2016_12_27_21_0_0 515 52 52 237 751 9.716899 -1.4059031 -35.747494 0
HH0756-rgb_2016_12_27_21_0_0 435 36 36 529 752 18.557932 16.414164 -3.7178721 2
HH0756-rgb_2016_12_27_21_0_0 435 80 130 1018 324 -3.6619253 -11.395495 45.85798 0
HH0756-rgb_2016_12_27_21_0_0 1105 63 63 70 751 3.3757973 6.27304 -36.467236 2
HH0756-rgb_2016_12_27_21_0_0 555 52 52 950 405 0.80996615 -4.653106 26.405441 0
HH0756-rgb_2016_12_27_21_0_0 555 52 52 950 404 2.6538372 -1.0332352 24.338507 0
